Client_ID,Service_Type,Monthly_Revenue,Contract_Length,Support_Tickets,Satisfaction_Score,Payment_Delay,Cloud_Usage,Security_Incidents,Churn
1498,Support,16182.0,24,29,5.0,37,28,9,1
1499,Infrastructure,29833.0,12,7,2.5,0,75,5,0
1500,Support,38342.0,12,6,2.9,1,54,1,0
1501,Security,,36,10,2.2,38,80,4,0
1502,Infrastructure,31128.0,24,10,1.9,12,82,0,0
1503,Infrastructure,36556.0,24,25,4.7,26,95,9,0
1504,Support,26969.0,24,16,4.0,3,42,9,0
1505,Security,26876.0,12,21,2.3,40,89,9,0
1506,Infrastructure,13949.0,36,13,3.8,50,52,8,1
1507,Support,29518.0,12,1,4.9,19,97,3,0
1508,Security,10670.0,36,19,1.3,2,81,0,0
1509,Support,29099.0,36,20,2.1,22,35,2,0
1510,Cloud,44335.0,12,7,1.8,1,54,9,0
1511,Infrastructure,,12,21,4.5,15,44,1,0
1512,Cloud,43885.0,36,26,1.7,9,90,8,0
1513,Security,12837.0,12,1,2.2,27,62,6,0
1514,Cloud,,12,20,3.2,43,19,9,0
1515,Cloud,46266.0,36,14,3.5,17,50,9,0
1516,Security,41877.0,36,4,4.2,1,26,5,0
1517,Support,26560.0,24,5,2.6,13,80,3,1
1518,Cloud,22106.0,12,16,3.1,43,75,3,1
1519,Support,,36,7,4.9,19,20,6,0
1520,Cloud,42661.0,12,18,2.2,55,72,7,0
1521,Support,33362.0,12,4,2.0,55,76,3,1
1522,Security,33258.0,36,22,3.8,55,55,6,0
1523,Cloud,26782.0,24,18,4.1,39,29,2,0
1524,Security,46168.0,36,13,2.7,22,22,8,0
1525,Cloud,26120.0,36,9,1.9,53,96,2,0
1526,Security,24790.0,12,12,4.1,59,26,2,1
1527,Security,32912.0,24,21,3.7,6,41,9,0
1528,Cloud,47907.0,36,4,4.5,44,94,1,0
1529,Cloud,39812.0,12,6,4.4,46,25,2,1
1530,Cloud,41160.0,36,9,1.8,13,32,7,0
1531,Infrastructure,24156.0,12,10,4.3,36,20,1,0
1532,Support,15672.0,36,2,1.7,7,23,0,1
1533,Infrastructure,,24,12,4.5,49,76,4,0
1534,Infrastructure,11784.0,36,29,4.1,4,80,7,0
1535,Security,22929.0,12,1,3.3,22,54,5,0
1536,Cloud,6070.0,36,3,3.6,40,84,1,0
1537,Support,27906.0,24,2,1.4,9,42,8,1
1538,Security,39618.0,24,14,1.2,48,92,3,0
1539,Infrastructure,7939.0,24,3,2.3,26,54,2,0
1540,Cloud,34841.0,24,22,4.3,56,63,3,0
1541,Security,47863.0,12,20,2.9,34,60,2,0
1542,Cloud,21301.0,36,3,1.9,0,96,7,0
1543,Security,12194.0,24,29,4.3,6,32,0,1
1544,Cloud,,36,14,1.9,46,38,0,0
1545,Infrastructure,21378.0,12,5,4.3,50,15,8,1
1546,Support,5678.0,36,22,2.8,7,48,6,0
1547,Infrastructure,35640.0,36,27,2.9,10,14,8,0
1548,Support,38756.0,24,29,2.1,33,49,2,0
1549,Cloud,34777.0,24,26,4.6,51,99,2,0
1550,Security,31183.0,12,4,1.4,27,87,1,0
1551,Infrastructure,32445.0,36,11,1.6,33,91,1,0
1552,Support,6502.0,12,6,3.5,42,30,8,0
1553,Infrastructure,26665.0,12,2,4.4,19,68,1,0
1554,Support,21198.0,12,6,1.4,27,98,3,1
1555,Infrastructure,26411.0,24,11,3.9,48,29,3,0
1556,Support,20867.0,24,14,4.0,41,33,8,0
1557,Support,19266.0,36,18,3.3,36,12,2,0
1558,Cloud,44422.0,36,29,2.9,2,95,9,0
1559,Support,40208.0,36,5,2.3,8,81,1,0
1560,Cloud,48002.0,24,7,2.4,51,66,2,0
1561,Support,36213.0,24,28,3.7,21,80,8,0
1562,Security,12367.0,12,5,1.3,24,79,4,1
1563,Security,18490.0,24,25,3.3,1,79,4,0
1564,Security,,12,26,2.1,22,85,6,0
1565,Support,43285.0,12,2,2.9,50,72,0,0
1566,Cloud,14219.0,24,27,3.2,16,95,9,0
1567,Cloud,11310.0,12,4,4.5,56,56,4,0
1568,Support,,12,8,3.3,24,99,8,1
1569,Security,,36,23,1.9,11,98,5,0
1570,Security,19744.0,12,15,1.3,26,28,7,0
1571,Cloud,24867.0,24,21,3.5,19,22,9,0
1572,Security,23625.0,24,15,3.2,8,98,7,0
1573,Infrastructure,11378.0,12,8,3.7,22,54,0,0
1574,Cloud,24149.0,36,17,2.8,35,41,7,1
1575,Security,47133.0,24,12,4.3,27,39,5,0
1576,Cloud,16422.0,24,10,4.7,49,94,3,0
1577,Infrastructure,,36,24,1.2,47,51,2,0
1578,Cloud,,12,9,4.0,28,81,4,0
1579,Cloud,38171.0,24,28,1.1,52,51,4,0
1580,Cloud,18180.0,12,9,2.8,55,16,6,0
1581,Cloud,32301.0,12,5,2.8,41,12,8,0
1582,Infrastructure,41931.0,12,15,3.8,57,46,0,0
1583,Support,,12,24,2.4,53,12,8,0
1584,Cloud,35936.0,24,11,4.3,31,27,2,0
1585,Cloud,19336.0,36,3,2.4,11,51,5,0
1586,Security,27200.0,24,4,2.4,29,18,5,0
1587,Cloud,,36,1,1.9,59,66,3,0
1588,Security,35859.0,12,18,3.7,10,33,1,0
1589,Support,19953.0,36,0,1.3,36,16,4,0
1590,Infrastructure,44044.0,12,3,2.5,19,98,2,0
1591,Infrastructure,,24,11,2.1,10,51,3,0
1592,Support,32433.0,24,1,1.9,47,67,5,0
1593,Infrastructure,,36,11,1.2,46,94,6,0
1594,Support,11523.0,12,15,1.8,37,65,1,1
1595,Support,,12,1,2.8,44,67,2,0
1596,Support,36169.0,36,16,3.0,15,27,6,0
1597,Infrastructure,27990.0,12,25,2.1,58,48,4,0
1598,Security,34661.0,12,27,3.6,34,59,3,0
1599,Support,18419.0,12,1,2.3,49,42,3,1
1600,Cloud,19457.0,24,3,2.5,0,37,8,0
1601,Infrastructure,7064.0,24,5,4.1,24,65,8,0
1602,Support,43083.0,24,28,3.2,48,34,9,0
1603,Support,15566.0,12,27,4.8,26,23,6,0
1604,Cloud,,24,22,2.4,51,64,0,1
1605,Security,36528.0,12,6,4.3,31,93,0,0
1606,Security,11130.0,12,22,4.0,5,93,2,1
1607,Security,45187.0,36,14,4.6,40,16,2,1
1608,Support,7042.0,12,19,4.8,35,13,6,0
1609,Support,9598.0,24,11,1.0,38,39,1,0
1610,Support,47982.0,24,4,1.4,22,71,7,0
1611,Infrastructure,37886.0,12,13,3.7,28,66,0,0
1612,Cloud,38477.0,24,15,2.6,29,46,7,0
1613,Support,33716.0,12,10,4.3,21,64,8,0
1614,Cloud,17601.0,36,11,1.0,56,94,4,0
1615,Cloud,41018.0,12,18,4.2,10,74,3,0
1616,Security,13061.0,12,16,1.5,25,61,5,0
1617,Infrastructure,13609.0,36,29,2.2,22,12,5,1
1618,Support,40371.0,24,23,4.9,2,86,7,0
1619,Security,49814.0,36,25,1.2,47,16,7,0
1620,Security,22485.0,36,26,2.4,5,79,0,1
1621,Support,25805.0,12,6,1.3,6,79,8,0
1622,Cloud,,12,29,4.4,43,43,9,0
1623,Security,16620.0,36,8,3.8,38,25,0,0
1624,Cloud,,24,13,4.2,53,17,2,0
1625,Infrastructure,,36,25,3.1,50,30,6,0
1626,Cloud,28042.0,24,19,2.4,21,20,4,0
1627,Infrastructure,23645.0,36,11,1.0,47,59,5,0
1628,Cloud,29405.0,36,14,2.1,49,96,7,0
1629,Security,16826.0,24,11,3.1,41,15,3,1
1630,Security,18890.0,36,20,3.7,32,24,3,0
1631,Infrastructure,21892.0,12,20,1.9,39,20,7,0
1632,Support,14484.0,36,28,1.6,2,36,2,0
1633,Infrastructure,10495.0,12,22,1.8,29,88,5,0
1634,Infrastructure,33481.0,24,12,2.4,47,54,3,0
1635,Cloud,16267.0,24,8,1.6,23,47,5,1
1636,Cloud,45166.0,12,23,1.6,2,13,3,0
1637,Infrastructure,11743.0,36,6,1.2,1,87,1,0
1638,Security,,12,29,4.4,43,54,9,0
1639,Cloud,31569.0,12,0,1.9,39,19,2,1
1640,Support,33552.0,24,27,4.3,18,63,7,0
1641,Cloud,48730.0,12,9,2.8,23,38,0,1
1642,Cloud,33948.0,36,28,3.5,49,21,9,0
1643,Support,15775.0,12,5,1.3,19,65,5,1
1644,Infrastructure,8557.0,24,25,3.3,56,49,8,0
1645,Support,8587.0,36,14,2.2,46,93,0,0
1646,Infrastructure,21535.0,24,14,1.4,48,46,3,0
1647,Infrastructure,5954.0,12,8,4.6,49,75,6,1
1648,Infrastructure,,12,12,3.4,30,29,5,0
1649,Support,38455.0,24,22,2.0,49,21,5,0
1650,Infrastructure,46269.0,24,0,2.7,40,47,8,0
1651,Security,20138.0,36,8,2.4,57,39,7,0
1652,Support,47462.0,24,2,3.8,30,56,4,0
1653,Security,8127.0,24,29,3.4,36,91,1,0
1654,Infrastructure,28147.0,12,8,1.1,42,83,2,0
1655,Cloud,16559.0,12,19,1.8,28,80,9,0
1656,Infrastructure,,24,24,2.9,3,51,2,0
1657,Security,30389.0,24,28,2.8,57,14,3,0
1658,Security,5845.0,12,14,3.1,9,57,1,0
1659,Support,38932.0,36,23,3.9,35,60,7,0
1660,Cloud,43672.0,36,6,3.7,54,21,7,0
1661,Support,18731.0,36,3,2.5,34,19,7,0
1662,Security,38122.0,36,24,4.5,56,46,9,0
1663,Infrastructure,40585.0,12,19,1.3,47,75,4,0
1664,Cloud,8832.0,24,16,3.3,20,76,9,1
1665,Infrastructure,37332.0,36,21,4.8,42,23,5,1
1666,Infrastructure,17467.0,12,3,3.2,40,56,5,0
1667,Cloud,46025.0,24,25,2.8,0,29,6,0
1668,Support,18107.0,36,18,1.5,41,61,0,0
1669,Infrastructure,,24,27,4.2,11,77,9,0
1670,Security,33666.0,36,4,2.5,23,35,2,0
1671,Infrastructure,48481.0,24,15,3.8,1,56,2,0
1672,Cloud,7581.0,36,2,1.8,46,88,6,0
1673,Cloud,14582.0,36,10,1.2,55,82,5,0
1674,Cloud,,24,24,2.2,19,12,8,0
1675,Support,33091.0,24,27,2.1,15,11,8,0
1676,Infrastructure,34113.0,24,21,4.5,33,50,8,0
1677,Support,23827.0,12,14,4.5,12,39,3,0
1678,Support,19419.0,12,18,3.1,17,46,2,0
1679,Cloud,16814.0,24,20,1.1,28,90,3,1
1680,Cloud,38804.0,12,23,1.9,53,12,2,0
1681,Support,15024.0,36,13,3.6,50,18,6,0
1682,Infrastructure,48700.0,24,15,1.4,42,17,2,1
1683,Security,12435.0,12,23,3.8,13,18,0,0
1684,Support,,24,5,1.0,29,26,7,0
1685,Infrastructure,10065.0,36,4,3.7,57,33,5,0
1686,Cloud,27880.0,36,20,4.4,34,81,4,0
1687,Cloud,8407.0,12,16,2.9,8,23,7,0
1688,Infrastructure,38407.0,36,15,4.3,36,63,7,1
1689,Security,37940.0,24,1,4.1,45,89,2,0
1690,Cloud,10666.0,12,27,3.7,38,27,2,0
1691,Cloud,42122.0,24,10,2.8,11,97,9,1
1692,Cloud,30092.0,24,3,2.1,20,48,6,0
1693,Infrastructure,15109.0,24,5,4.4,17,56,2,0
1694,Support,40654.0,36,26,3.6,10,36,8,1
1695,Cloud,39932.0,24,6,4.2,26,80,7,0
1696,Support,31505.0,36,16,3.2,23,43,7,0
1697,Security,41713.0,24,7,1.7,40,28,8,0
1698,Cloud,48169.0,36,27,4.9,42,15,7,0
1699,Cloud,12746.0,36,0,1.7,49,39,3,0
1700,Security,16975.0,36,24,4.6,33,21,6,0
1701,Cloud,,24,14,1.8,19,24,5,0
1702,Support,20596.0,24,19,2.5,12,48,0,0
1703,Infrastructure,42953.0,36,11,2.8,46,73,4,0
1704,Support,38861.0,24,14,4.7,7,73,1,0
1705,Infrastructure,8880.0,36,22,4.6,36,24,8,1
1706,Infrastructure,,24,26,4.3,4,67,2,0
1707,Support,48539.0,36,29,2.5,6,76,6,1
1708,Support,48448.0,36,21,1.0,43,10,1,0
1709,Support,7785.0,12,14,3.7,51,16,6,0
1710,Support,27449.0,24,28,2.6,11,18,3,0
1711,Security,19799.0,24,8,4.0,40,10,5,0
1712,Cloud,44307.0,12,15,4.2,3,14,8,0
1713,Infrastructure,48333.0,36,29,2.8,39,56,7,0
1714,Support,,36,1,4.0,18,19,8,1
1715,Support,8990.0,12,14,4.4,53,11,4,0
1716,Support,24073.0,12,14,4.7,0,32,4,0
1717,Security,41863.0,36,26,3.3,54,65,3,0
1718,Support,19549.0,24,6,4.1,42,28,8,1
1719,Support,23259.0,12,26,3.0,54,47,9,0
1720,Support,24790.0,12,20,1.2,12,56,7,0
1721,Cloud,14979.0,12,12,1.6,49,93,5,0
1722,Security,25316.0,12,22,1.5,52,85,9,0
1723,Support,31183.0,12,16,1.7,51,84,5,0
1724,Infrastructure,33324.0,12,10,1.0,41,61,5,0
1725,Infrastructure,29624.0,36,26,4.4,44,58,5,0
1726,Infrastructure,43176.0,36,9,3.2,24,80,6,1
1727,Security,25245.0,12,24,2.5,43,32,5,0
1728,Security,28790.0,36,0,2.6,44,59,7,0
1729,Infrastructure,31756.0,24,13,2.9,33,26,6,0
1730,Support,7833.0,24,4,1.3,34,57,1,1
1731,Security,10285.0,12,29,2.1,16,11,9,0
1732,Infrastructure,14589.0,24,7,4.4,25,78,3,0
1733,Infrastructure,19116.0,24,0,4.0,20,71,6,0
1734,Support,,36,6,3.3,50,94,1,0
1735,Cloud,49786.0,36,1,2.9,11,22,3,0
1736,Security,,36,6,2.0,15,70,1,0
1737,Support,15889.0,36,6,2.9,51,20,1,0
1738,Infrastructure,35286.0,24,8,3.4,19,97,6,0
1739,Infrastructure,42545.0,12,21,3.9,53,36,1,0
1740,Support,20994.0,36,3,1.7,9,44,3,0
1741,Security,40503.0,24,22,4.3,22,27,6,1
1742,Cloud,29662.0,36,6,2.4,54,94,5,1
1743,Cloud,,24,19,3.0,46,77,3,0
1744,Infrastructure,31639.0,36,17,3.4,29,70,8,1
1745,Security,22205.0,12,12,3.0,58,50,4,1
1746,Cloud,37930.0,36,10,3.3,7,52,1,1
1747,Security,12777.0,12,8,1.4,50,58,6,0
1748,Security,33315.0,36,13,2.7,4,20,9,0
1749,Infrastructure,31973.0,36,7,2.1,11,76,1,0
1750,Cloud,23316.0,36,20,1.3,41,60,7,0
1751,Support,32304.0,24,13,1.8,53,61,6,0
1752,Infrastructure,41303.0,24,20,3.4,13,94,8,0
1753,Cloud,35522.0,12,16,1.8,59,52,5,0
1754,Cloud,27340.0,12,26,1.7,53,67,6,0
1755,Cloud,24830.0,24,24,3.2,11,87,9,1
1756,Cloud,18403.0,12,26,4.6,23,79,8,0
1757,Cloud,19516.0,12,13,4.2,44,38,6,0
1758,Security,24091.0,24,25,4.6,52,40,8,0
1759,Infrastructure,12959.0,24,26,3.3,52,37,7,0
1760,Security,36932.0,24,23,2.6,16,59,4,1
1761,Support,35554.0,24,4,3.9,0,45,6,0
1762,Cloud,,36,9,2.0,53,28,6,0
1763,Infrastructure,8385.0,24,5,1.3,41,76,0,0
1764,Cloud,38690.0,12,27,2.4,57,21,3,0
1765,Infrastructure,,36,9,2.2,36,97,4,0
1766,Security,,36,10,3.7,10,85,5,0
1767,Infrastructure,24642.0,12,25,3.2,41,33,6,0
1768,Support,15789.0,36,23,1.6,5,74,4,0
1769,Support,40268.0,12,5,4.6,14,89,1,0
1770,Infrastructure,25950.0,36,9,3.4,40,30,4,0
1771,Infrastructure,30563.0,36,13,2.8,39,35,4,1
1772,Infrastructure,44649.0,12,19,4.7,22,44,6,0
1773,Infrastructure,41404.0,12,2,1.4,22,89,2,0
1774,Support,37991.0,12,6,4.2,37,67,0,1
1775,Cloud,44065.0,12,28,2.5,37,51,5,1
1776,Infrastructure,5350.0,24,1,3.8,48,38,6,0
1777,Infrastructure,23312.0,24,6,4.7,11,38,9,0
1778,Support,29127.0,12,16,3.1,6,18,7,0
1779,Support,33853.0,24,12,1.1,36,87,6,1
1780,Security,42500.0,12,25,1.1,15,81,6,0
1781,Infrastructure,38785.0,12,20,2.3,54,11,6,0
1782,Security,23610.0,36,8,4.1,37,84,0,0
1783,Support,,12,12,2.2,39,11,8,0
1784,Support,34443.0,12,14,2.3,34,27,8,0
1785,Cloud,12170.0,12,12,4.1,39,78,6,0
1786,Infrastructure,18303.0,12,16,1.5,28,66,8,0
1787,Security,11207.0,36,7,4.4,38,80,3,0
1788,Support,17316.0,12,8,2.1,16,32,6,0
1789,Support,40187.0,36,8,1.2,50,28,1,0
1790,Security,,12,7,1.5,25,28,5,0
1791,Cloud,6893.0,36,15,4.8,19,67,1,0
1792,Support,18753.0,24,19,2.8,45,92,9,0
1793,Infrastructure,43090.0,36,29,2.0,24,58,2,0
1794,Support,16232.0,36,29,3.1,59,54,0,0
1795,Infrastructure,,12,6,3.7,37,37,6,1
1796,Security,,36,16,2.3,38,84,1,1
1797,Infrastructure,41929.0,36,6,3.9,36,59,2,0
1798,Security,9042.0,12,5,2.0,18,20,0,0
1799,Infrastructure,42201.0,24,4,1.4,20,64,2,1
1800,Security,,24,16,3.2,31,18,3,0
1801,Infrastructure,19016.0,24,7,1.6,27,23,6,0
1802,Cloud,30022.0,36,25,4.8,38,30,5,0
1803,Infrastructure,40426.0,12,0,1.0,40,57,0,0
1804,Infrastructure,32938.0,24,15,4.0,11,67,3,0
1805,Cloud,48678.0,24,16,2.1,56,78,8,0
1806,Support,40712.0,24,29,4.4,46,18,2,0
1807,Support,44978.0,24,2,1.2,14,76,5,0
1808,Infrastructure,13787.0,12,12,4.8,27,87,1,0
1809,Cloud,6986.0,24,7,1.4,55,27,4,0
1810,Infrastructure,,36,15,4.2,20,21,8,0
1811,Security,22458.0,36,23,3.1,15,96,1,0
1812,Security,17161.0,12,29,2.7,22,87,2,0
1813,Infrastructure,25689.0,24,6,2.1,51,25,1,0
1814,Support,34163.0,24,20,4.4,25,46,1,0
1815,Support,40775.0,36,14,1.8,14,29,5,1
1816,Infrastructure,38737.0,12,23,3.9,36,29,5,0
1817,Infrastructure,13772.0,36,1,2.8,11,24,4,1
1818,Security,40592.0,12,23,5.0,3,34,1,0
1819,Support,6211.0,12,27,3.4,34,26,0,0
1820,Infrastructure,5229.0,12,26,1.4,30,21,2,0
1821,Security,19345.0,36,1,2.7,26,51,2,0
1822,Support,40953.0,12,9,1.3,31,48,8,0
1823,Cloud,36819.0,36,4,2.1,32,65,3,1
1824,Security,21885.0,36,26,2.4,12,62,8,0
1825,Support,31708.0,24,28,4.4,36,80,0,0
1826,Support,5048.0,36,3,4.4,43,81,2,0
1827,Security,24950.0,36,14,1.0,1,97,0,0
1828,Cloud,20173.0,24,12,3.1,37,56,5,0
1829,Security,38737.0,24,16,1.9,36,34,0,0
1830,Support,33036.0,24,20,2.3,58,94,1,0
1831,Infrastructure,10820.0,12,22,1.1,49,59,8,1
1832,Infrastructure,19292.0,12,0,4.0,55,42,0,0
1833,Security,8052.0,24,17,4.8,4,83,3,0
1834,Support,49377.0,12,27,1.9,17,95,5,0
1835,Infrastructure,28781.0,24,14,2.4,47,92,1,0
1836,Support,7302.0,12,13,1.8,16,38,0,0
1837,Security,7283.0,36,8,4.7,1,12,3,0
1838,Infrastructure,47567.0,12,11,1.0,48,48,2,0
1839,Support,20620.0,12,4,3.3,41,13,6,0
1840,Infrastructure,35461.0,36,29,4.5,57,46,6,0
1841,Security,25750.0,24,28,1.7,34,15,9,0
1842,Support,37890.0,12,22,3.4,13,19,6,0
1843,Infrastructure,28183.0,12,1,1.2,50,21,8,0
1844,Security,14472.0,36,22,4.3,11,75,8,0
1845,Infrastructure,8727.0,36,22,2.1,57,12,3,0
1846,Infrastructure,30523.0,36,6,5.0,32,74,8,0
1847,Cloud,35766.0,36,20,4.7,6,73,6,0
1848,Cloud,42726.0,24,8,3.9,57,44,5,0
1849,Security,5524.0,12,17,3.0,38,33,8,0
1850,Cloud,14079.0,12,3,4.1,44,56,3,0
1851,Security,,12,1,1.5,8,61,0,0
1852,Cloud,32370.0,12,23,2.2,4,43,5,0
1853,Infrastructure,21532.0,24,27,1.1,3,93,0,0
1854,Security,21821.0,12,26,3.6,31,89,9,1
1855,Security,48162.0,24,0,4.2,4,34,8,0
1856,Infrastructure,8749.0,24,24,4.8,55,78,4,0
1857,Security,,36,11,3.7,55,38,1,0
1858,Security,33477.0,36,12,3.9,59,73,7,0
1859,Cloud,29570.0,12,13,4.6,51,62,9,1
1860,Security,25837.0,24,4,4.7,43,67,5,0
1861,Support,16437.0,36,26,3.0,7,50,2,0
1862,Infrastructure,43104.0,24,27,1.4,12,96,1,0
1863,Cloud,9551.0,36,2,2.9,3,60,9,0
1864,Cloud,7823.0,24,27,3.2,51,27,3,0
1865,Support,17916.0,12,26,3.5,10,50,0,1
1866,Infrastructure,20167.0,12,3,5.0,14,70,0,0
1867,Infrastructure,46445.0,24,16,4.7,55,33,4,0
1868,Cloud,13391.0,36,18,2.6,45,56,9,0
1869,Security,17658.0,36,10,1.5,17,37,8,0
1870,Cloud,34685.0,12,7,1.9,19,45,4,0
1871,Infrastructure,28380.0,12,11,1.7,0,30,5,1
1872,Support,47431.0,12,17,2.4,0,65,9,0
1873,Cloud,,36,17,4.5,10,78,8,0
1874,Infrastructure,7311.0,36,8,2.8,28,35,2,0
1875,Cloud,44993.0,12,4,3.3,28,63,3,1
1876,Security,49333.0,24,20,1.7,23,96,1,0
1877,Cloud,48038.0,36,16,3.0,19,53,3,0
1878,Cloud,18560.0,12,12,4.5,29,42,7,0
1879,Infrastructure,43553.0,24,5,4.1,37,35,1,1
1880,Infrastructure,30993.0,36,23,1.3,4,31,3,0
1881,Infrastructure,35492.0,24,21,4.4,44,29,7,0
1882,Cloud,25981.0,24,13,2.1,9,11,6,0
1883,Security,29143.0,36,14,3.7,5,50,8,0
1884,Support,17067.0,12,22,1.6,3,63,1,0
1885,Support,28916.0,24,13,3.7,3,66,3,0
1886,Infrastructure,46508.0,12,3,1.1,6,27,8,0
1887,Infrastructure,8815.0,36,17,3.4,47,14,5,1
1888,Cloud,36836.0,24,0,3.6,32,55,8,0
1889,Support,42477.0,24,11,2.0,8,84,8,0
1890,Infrastructure,42275.0,24,21,4.7,25,30,6,0
1891,Security,44343.0,24,8,1.2,50,31,6,1
1892,Security,9773.0,24,9,4.6,51,12,7,1
1893,Infrastructure,17446.0,36,20,2.5,46,18,1,0
1894,Infrastructure,35733.0,24,27,3.9,40,11,9,0
1895,Support,15464.0,36,17,3.6,20,37,6,0
1896,Support,26576.0,12,16,1.7,59,43,5,1
1897,Cloud,8320.0,36,18,2.3,51,62,6,0
1898,Support,15750.0,24,3,3.1,59,68,5,0
1899,Security,42466.0,12,15,4.4,21,19,2,0
1900,Security,31572.0,36,6,4.8,32,92,4,1
1901,Infrastructure,22948.0,36,8,1.1,57,11,2,1
1902,Support,43826.0,36,7,2.4,32,57,5,0
1903,Cloud,28515.0,24,24,3.7,47,15,2,1
1904,Security,32867.0,24,6,3.1,4,53,1,0
1905,Security,5726.0,36,9,4.8,20,63,3,0
1906,Cloud,30820.0,36,7,1.1,26,80,8,1
1907,Cloud,11697.0,12,23,2.8,40,45,0,0
1908,Security,49678.0,24,16,3.7,0,17,7,0
1909,Security,,24,11,1.9,50,92,4,1
1910,Cloud,17963.0,12,13,3.9,15,19,1,0
1911,Security,6081.0,36,11,1.3,34,42,8,1
1912,Infrastructure,25269.0,36,24,2.8,35,28,1,1
1913,Infrastructure,15776.0,12,1,3.7,43,27,2,0
1914,Cloud,36816.0,36,11,2.1,31,60,0,1
1915,Support,19196.0,36,26,1.3,28,32,0,0
1916,Cloud,47112.0,12,13,4.8,38,10,1,0
1917,Cloud,20958.0,12,6,4.7,46,68,1,0
1918,Support,28369.0,12,28,4.7,22,12,5,0
1919,Support,16689.0,36,25,4.9,14,19,7,1
1920,Support,22331.0,12,25,1.7,25,80,3,0
1921,Infrastructure,42528.0,36,12,1.6,36,58,2,0
1922,Security,,24,20,1.1,24,65,1,1
1923,Infrastructure,5066.0,24,3,4.6,54,99,0,0
1924,Security,35725.0,12,0,4.0,1,25,7,0
1925,Infrastructure,30212.0,36,16,3.5,11,48,6,1
1926,Security,38332.0,36,2,4.7,18,85,1,0
1927,Infrastructure,30401.0,36,29,3.3,58,53,6,0
1928,Support,18393.0,12,16,1.5,31,17,5,0
1929,Cloud,8670.0,36,7,1.7,22,17,7,0
1930,Infrastructure,30601.0,36,2,1.5,4,54,5,0
1931,Security,7251.0,36,26,2.2,54,20,3,0
1932,Support,38572.0,24,9,2.5,24,34,7,0
1933,Infrastructure,,36,1,4.2,56,26,0,0
1934,Infrastructure,36846.0,24,21,1.8,34,92,9,0
1935,Support,26015.0,36,3,3.9,55,64,0,0
1936,Infrastructure,14583.0,36,28,3.0,28,88,3,0
1937,Cloud,28104.0,36,28,5.0,37,65,0,0
1938,Infrastructure,17224.0,24,13,4.1,44,53,4,0
1939,Cloud,43784.0,36,10,4.9,19,62,8,1
1940,Cloud,35836.0,12,13,2.4,46,44,8,0
1941,Support,34299.0,36,12,1.5,35,48,8,0
1942,Infrastructure,18036.0,24,26,3.0,51,11,5,1
1943,Support,24933.0,24,28,1.5,6,34,0,0
1944,Infrastructure,17392.0,12,3,3.0,21,47,9,1
1945,Infrastructure,12938.0,12,1,2.1,17,77,4,1
1946,Security,9141.0,12,1,3.0,52,89,9,0
1947,Infrastructure,28350.0,24,10,4.8,20,41,1,0
1948,Support,14546.0,36,21,2.2,21,88,0,1
1949,Cloud,10335.0,36,4,5.0,38,87,4,1
1950,Infrastructure,10077.0,12,8,1.9,11,50,4,0
1951,Security,10611.0,12,19,1.8,10,88,0,1
1952,Support,45857.0,36,20,3.2,55,80,6,1
1953,Infrastructure,,12,16,4.4,11,16,2,0
1954,Support,10577.0,36,11,4.0,25,81,5,0
1955,Security,25002.0,36,27,3.9,29,92,1,0
1956,Security,44451.0,36,17,2.1,14,27,8,0
1957,Support,39275.0,36,2,1.1,7,26,1,0
1958,Infrastructure,33647.0,24,4,1.6,42,91,1,0
1959,Cloud,,36,27,2.4,52,92,0,0
1960,Security,39768.0,12,20,4.9,17,86,0,0
1961,Infrastructure,,12,19,4.7,9,68,3,1
1962,Infrastructure,34583.0,12,13,1.8,7,20,6,0
1963,Cloud,6294.0,12,15,3.9,37,60,3,0
1964,Security,20096.0,24,25,3.3,34,16,4,0
1965,Security,41833.0,36,18,1.2,19,36,5,1
1966,Infrastructure,,36,8,2.5,11,68,4,0
1967,Infrastructure,29398.0,12,16,2.9,48,46,4,0
1968,Cloud,22706.0,12,21,3.7,2,14,3,0
1969,Cloud,27340.0,12,6,2.2,19,71,8,0
1970,Security,23825.0,36,9,4.7,49,81,4,1
1971,Support,,24,3,2.8,11,83,8,0
1972,Security,,24,9,2.0,53,99,3,1
1973,Infrastructure,46256.0,24,2,2.3,23,88,8,0
1974,Security,49009.0,24,23,4.0,15,64,4,0
1975,Support,48185.0,12,8,3.6,59,25,7,0
1976,Cloud,20574.0,36,12,4.0,53,83,0,1
1977,Support,19650.0,12,0,2.2,9,65,3,1
1978,Support,33930.0,24,14,2.3,18,60,3,0
1979,Support,25171.0,12,14,2.6,40,77,1,0
1980,Cloud,39864.0,24,10,1.8,13,55,2,0
1981,Support,16801.0,36,27,3.8,51,70,7,0
1982,Support,27372.0,24,9,2.3,13,87,7,1
1983,Support,21559.0,12,24,2.3,21,42,0,0
1984,Infrastructure,37334.0,36,6,2.1,3,64,1,0
1985,Support,44937.0,24,0,2.8,46,27,3,0
1986,Cloud,18288.0,24,6,4.1,51,21,5,0
1987,Support,27398.0,36,4,4.3,58,83,2,0
1988,Support,15694.0,12,25,4.2,33,30,6,1
1989,Cloud,17191.0,36,28,3.5,57,87,2,1
1990,Support,23051.0,12,28,2.1,17,82,7,0
1991,Cloud,15737.0,24,22,3.9,33,35,5,0
